683665,1.0
684059,1.0
684681,0.0
687448,0.0
687455,0.0
687506,0.0
687600,0.0
687777,0.0
687798,0.0
687804,0.0
687814,0.0
687820,0.0
687983,0.0
688006,0.0
688014,0.0
688021,0.0
688086,1.0
688121,0.0
724812,0.0
724863,0.0
724868,0.0
724872,0.0
735784,0.0
749709,0.0
749712,0.0
749714,0.0
749716,0.0
749717,0.0
753539,0.0
753540,0.0
753549,0.0
753565,0.0
753573,0.0
753579,0.0
753581,0.0
753584,0.0
753599,0.0
753600,0.0
753612,0.0
753620,0.0
753624,0.0
905937,0.0
905954,0.0
905956,0.0
905957,0.0
905965,1.0
905970,0.0
905971,0.0
905976,0.0
905978,0.0
905982,0.0
906746,0.0
906763,1.0
906795,0.0
906801,0.0
906803,0.0
906813,1.0
906815,0.0
906820,1.0
906843,0.0
906856,1.0
906864,0.0
907045,0.0
907046,0.0
907055,1.0
907065,0.0
907072,0.0
907169,0.0
907173,0.0
907176,0.0
907279,0.0
907282,0.0
907285,0.0
907287,0.0
907295,0.0
907317,0.0
907322,0.0
907788,0.0
907791,0.0
907795,0.0
908120,0.0
908127,1.0
908143,0.0
908144,0.0
908149,0.0
908440,1.0
908445,0.0
908450,0.0
908452,0.0
908460,0.0
908461,0.0
908469,0.0
908476,0.0
908482,0.0
909263,0.0
909698,0.0
909706,0.0
909717,0.0
909723,0.0
909724,0.0
909726,0.0
909728,0.0
909729,0.0
909740,0.0
909750,0.0
909751,1.0
909754,0.0
909757,0.0
909761,0.0
909773,1.0
909778,0.0
909781,0.0
909784,0.0
909907,0.0
909975,0.0
910554,0.0
910691,0.0
910692,0.0
910700,0.0
910702,0.0
910704,0.0
910779,0.0
910849,0.0
910900,0.0
910920,0.0
910921,0.0
910931,0.0
910932,0.0
910943,0.0
910944,1.0
917486,0.0
924100,0.0
924240,0.0
924250,0.0
925339,0.0
925345,0.0
930083,0.0
930299,0.0
930301,0.0
946359,0.0
946367,0.0
946370,0.0
949093,0.0
949094,0.0
949155,1.0
949157,0.0
949170,0.0
949173,0.0
949174,0.0
949178,1.0
949179,1.0
971777,0.0
998189,0.0
1240123,0.0
1240125,0.0
1240127,0.0
1240128,0.0
1240131,0.0
1240132,0.0
1240134,0.0
1240135,0.0
1240136,0.0
1240137,0.0
1240138,0.0
1240141,0.0
1240150,0.0
1240155,0.0
1240162,0.0
1240173,0.0
1240174,0.0
1240181,0.0
1240184,0.0
1240186,0.0
1240198,0.0
1240199,0.0
1240218,0.0
1240226,0.0
1287706,0.0
1290724,0.0
1290765,0.0
1290767,0.0
1290795,0.0
1290798,0.0
1290808,0.0
1290810,0.0
1290812,0.0
1290905,0.0
1290906,0.0
1295740,1.0
1297439,0.0
1297449,0.0
1298141,0.0
1298144,0.0
1298145,0.0
1298146,0.0
1298151,0.0
1298157,0.0
1298169,0.0
1298223,0.0
1298226,0.0
1298234,0.0
1298348,0.0
1298349,0.0
1298350,0.0
1298357,0.0
1298475,0.0
1298529,0.0
1298534,0.0
1298537,0.0
1298538,0.0
1298539,0.0
1299052,0.0
1299062,0.0
1299073,0.0
1299075,0.0
1299078,0.0
1299080,0.0
1303897,0.0
1303910,0.0
1303912,0.0
1330941,0.0
1330972,0.0
1330973,0.0
1330991,0.0
1330995,0.0
1331032,0.0
1331038,0.0
1331050,0.0
1333003,0.0
1480358,0.0
1480361,0.0
1480362,0.0
1480364,0.0
1480371,0.0
1480374,0.0
1503365,0.0
1503366,0.0
1503367,0.0
1503368,0.0
1509074,0.0
1524414,0.0
1524417,0.0
1524418,0.0
1660036,0.0
1674021,0.0
1789883,0.0
2162949,0.0
