683665,0.0
684059,0.0
684062,1.0
684072,0.0
684681,1.0
687452,0.0
687505,0.0
687561,1.0
687562,0.0
687586,1.0
687590,1.0
687600,1.0
687780,0.0
687787,0.0
687798,1.0
687804,0.0
687807,1.0
687812,0.0
687814,1.0
687819,0.0
687984,1.0
687985,0.0
687997,1.0
688007,1.0
688011,1.0
688013,1.0
688018,1.0
688021,1.0
688025,1.0
688026,0.0
688027,1.0
688031,1.0
688087,1.0
713878,1.0
713885,1.0
717431,0.0
724812,1.0
724831,0.0
724839,0.0
724855,0.0
724869,1.0
724874,1.0
724878,1.0
724879,1.0
749709,1.0
749711,1.0
749712,1.0
749716,1.0
749717,1.0
753531,0.0
753532,1.0
753535,0.0
753538,0.0
753540,0.0
753545,0.0
753547,1.0
753548,0.0
753551,1.0
753552,1.0
753555,1.0
753561,0.0
753562,0.0
753564,1.0
753565,0.0
753566,0.0
753570,1.0
753573,0.0
753574,0.0
753576,0.0
753581,0.0
753586,0.0
753588,1.0
753589,1.0
753596,0.0
753599,1.0
753600,1.0
753601,1.0
753610,0.0
753611,1.0
753618,0.0
753622,0.0
753623,0.0
905934,1.0
905936,0.0
905939,0.0
905941,0.0
905942,1.0
905943,0.0
905946,0.0
905947,0.0
905948,1.0
905950,0.0
905952,0.0
905958,0.0
905961,0.0
905962,0.0
905963,1.0
905965,0.0
905967,1.0
905971,0.0
905972,0.0
905974,0.0
905978,1.0
905981,0.0
905986,0.0
905991,0.0
906693,0.0
906696,0.0
906792,0.0
906793,0.0
906797,0.0
906800,0.0
906801,1.0
906803,0.0
906808,1.0
906817,0.0
906818,0.0
906820,0.0
906828,0.0
906831,0.0
906833,0.0
906838,1.0
906842,0.0
906843,0.0
906846,0.0
906850,1.0
906851,0.0
906855,1.0
906856,0.0
906861,0.0
906864,1.0
906865,0.0
906868,0.0
906872,1.0
906873,1.0
906875,1.0
906877,0.0
906999,1.0
907000,0.0
907045,1.0
907046,0.0
907047,0.0
907050,1.0
907053,0.0
907055,0.0
907058,0.0
907059,0.0
907060,0.0
907061,0.0
907067,0.0
907069,0.0
907072,1.0
907073,0.0
907169,0.0
907172,0.0
907175,1.0
907269,1.0
907270,1.0
907272,0.0
907273,1.0
907277,0.0
907286,0.0
907287,1.0
907289,1.0
907290,1.0
907299,0.0
907312,1.0
907314,1.0
907317,0.0
907318,0.0
907319,0.0
907320,0.0
907321,0.0
907391,0.0
907783,1.0
907785,1.0
907786,0.0
907788,1.0
907789,0.0
907792,0.0
907795,1.0
908119,1.0
908120,1.0
908125,0.0
908128,1.0
908135,1.0
908136,0.0
908151,0.0
908152,1.0
908158,0.0
908159,0.0
908440,0.0
908444,0.0
908446,1.0
908448,0.0
908450,1.0
908454,0.0
908455,0.0
908458,1.0
908462,1.0
908463,1.0
908464,1.0
908467,1.0
908471,1.0
908472,1.0
908475,1.0
908476,1.0
908481,1.0
908483,1.0
909194,1.0
909248,0.0
909251,0.0
909252,0.0
909255,0.0
909260,0.0
909262,1.0
909696,0.0
909698,0.0
909700,0.0
909702,0.0
909703,0.0
909706,0.0
909708,0.0
909711,1.0
909713,0.0
909715,0.0
909718,1.0
909723,1.0
909724,0.0
909726,0.0
909731,0.0
909735,0.0
909739,1.0
909745,1.0
909747,0.0
909749,0.0
909753,0.0
909754,1.0
909757,1.0
909758,0.0
909770,1.0
909771,0.0
909774,0.0
909776,1.0
909777,0.0
909778,1.0
909784,1.0
909785,0.0
909904,1.0
909975,0.0
910546,0.0
910554,1.0
910566,0.0
910688,0.0
910689,1.0
910695,1.0
910697,0.0
910701,0.0
910702,1.0
910703,0.0
910706,0.0
910707,0.0
910779,0.0
910780,0.0
910851,0.0
910852,0.0
910853,0.0
910861,1.0
910904,1.0
910905,1.0
910906,0.0
910910,1.0
910911,0.0
910916,0.0
910919,0.0
910920,0.0
910921,0.0
910922,0.0
910925,0.0
910926,0.0
910927,0.0
910932,0.0
910933,0.0
910935,0.0
910946,0.0
910947,0.0
910948,1.0
924102,0.0
924104,0.0
924108,1.0
924109,1.0
924111,0.0
924151,0.0
924240,1.0
924242,1.0
925339,0.0
925341,0.0
925346,0.0
930083,1.0
930297,1.0
930298,1.0
930299,1.0
946358,0.0
946361,0.0
946368,1.0
946373,1.0
949090,1.0
949093,1.0
949153,0.0
949155,0.0
949156,0.0
949160,0.0
949161,1.0
949163,0.0
949165,0.0
949171,1.0
949173,1.0
949177,0.0
971777,0.0
1240123,1.0
1240125,1.0
1240127,1.0
1240130,0.0
1240139,0.0
1240140,0.0
1240141,1.0
1240145,0.0
1240147,0.0
1240157,1.0
1240158,0.0
1240161,0.0
1240162,1.0
1240173,1.0
1240181,0.0
1240182,1.0
1240186,1.0
1240189,0.0
1240192,1.0
1240196,0.0
1240199,1.0
1240207,1.0
1240212,1.0
1240216,0.0
1240217,0.0
1240219,0.0
1240221,1.0
1240222,1.0
1240223,0.0
1240224,0.0
1240225,1.0
1240226,0.0
1247871,0.0
1287706,0.0
1290724,1.0
1290730,1.0
1290765,1.0
1290767,1.0
1290768,1.0
1290769,1.0
1290797,1.0
1290806,0.0
1290813,1.0
1290814,1.0
1295740,0.0
1295743,0.0
1297439,1.0
1297446,0.0
1298145,0.0
1298146,1.0
1298156,0.0
1298159,0.0
1298162,1.0
1298167,0.0
1298168,1.0
1298169,1.0
1298215,0.0
1298216,0.0
1298221,0.0
1298222,0.0
1298223,1.0
1298226,1.0
1298234,1.0
1298350,1.0
1298352,1.0
1298353,1.0
1298355,0.0
1298356,1.0
1298357,0.0
1298359,0.0
1298361,1.0
1298362,0.0
1298363,0.0
1298476,1.0
1298529,1.0
1298531,0.0
1298533,1.0
1298538,1.0
1299050,1.0
1299051,0.0
1299062,0.0
1299064,0.0
1299070,0.0
1299078,0.0
1299080,0.0
1299081,0.0
1303897,1.0
1303901,1.0
1303910,1.0
1322224,1.0
1323913,0.0
1327766,0.0
1327768,0.0
1327769,0.0
1327774,0.0
1327775,0.0
1330933,0.0
1330935,1.0
1330941,1.0
1330942,1.0
1330950,0.0
1330965,1.0
1330972,1.0
1330981,0.0
1330982,0.0
1330984,0.0
1330987,0.0
1330996,1.0
1331025,1.0
1331031,0.0
1331034,0.0
1331035,0.0
1331036,0.0
1331038,0.0
1331046,0.0
1331048,0.0
1331049,0.0
1333003,0.0
1333014,1.0
1333015,1.0
