1321N1_CENTRAL_NERVOUS_SYSTEM,0.0
8305C_THYROID,1.0
8MGBA_CENTRAL_NERVOUS_SYSTEM,0.0
A172_CENTRAL_NERVOUS_SYSTEM,0.0
A204_SOFT_TISSUE,0.0
A2780_OVARY,1.0
A375_SKIN,1.0
A549_LUNG,1.0
A673_BONE,0.0
AU565_BREAST,0.0
BGC823_STOMACH,0.0
BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0
BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0
BT20_BREAST,0.0
BT474_BREAST,0.0
BT549_BREAST,0.0
C32_SKIN,1.0
CAL78_BONE,0.0
CALU6_LUNG,1.0
CAMA1_BREAST,0.0
CAPAN2_PANCREAS,1.0
CAS1_CENTRAL_NERVOUS_SYSTEM,0.0
CHP212_AUTONOMIC_GANGLIA,1.0
CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0
COLO201_LARGE_INTESTINE,1.0
COLO205_LARGE_INTESTINE,1.0
COLO320_LARGE_INTESTINE,0.0
COLO678_LARGE_INTESTINE,1.0
COLO679_SKIN,1.0
COLO699_LUNG,0.0
CORL23_LUNG,0.0
COV318_OVARY,0.0
DAOY_CENTRAL_NERVOUS_SYSTEM,0.0
DMS114_LUNG,0.0
DOV13_OVARY,0.0
DV90_LUNG,1.0
EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0
EBC1_LUNG,1.0
EFM19_BREAST,0.0
EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
EN_ENDOMETRIUM,0.0
ES2_OVARY,1.0
F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
G361_SKIN,1.0
G402_SOFT_TISSUE,0.0
GAMG_CENTRAL_NERVOUS_SYSTEM,0.0
GLC82_LUNG,0.0
GMS10_CENTRAL_NERVOUS_SYSTEM,0.0
H4_CENTRAL_NERVOUS_SYSTEM,0.0
HCC1187_BREAST,0.0
HCC1395_BREAST,0.0
HCC1569_BREAST,0.0
HCC56_LARGE_INTESTINE,1.0
HCC78_LUNG,0.0
HCT116_LARGE_INTESTINE,1.0
HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
