697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
A204_SOFT_TISSUE,1.0
ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
AZ521_STOMACH,1.0
CMK86_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
HDQP1_BREAST,1.0
HEC1B_ENDOMETRIUM,1.0
HEC6_ENDOMETRIUM,1.0
HUPT4_PANCREAS,1.0
HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
IM95_STOMACH,1.0
JHOS4_OVARY,1.0
JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
KURAMOCHI_OVARY,1.0
L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
LS513_LARGE_INTESTINE,1.0
MALME3M_SKIN,1.0
MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
MHHES1_BONE,1.0
MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
NCIH1648_LUNG,1.0
NCIH2286_LUNG,1.0
NCIN87_STOMACH,1.0
NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
SIMA_AUTONOMIC_GANGLIA,1.0
SKCO1_LARGE_INTESTINE,1.0
SNU16_STOMACH,1.0
SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
TE617T_SOFT_TISSUE,1.0
WM983B_SKIN,1.0
