42MGBA_CENTRAL_NERVOUS_SYSTEM,1.0
697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
769P_KIDNEY,0.0
A204_SOFT_TISSUE,1.0
A2058_SKIN,0.0
A2780_OVARY,1.0
ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
BCPAP_THYROID,1.0
BFTC909_KIDNEY,0.0
BGC823_STOMACH,0.0
BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0
BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0
CAL851_BREAST,0.0
CALU1_LUNG,0.0
CAPAN2_PANCREAS,0.0
CAS1_CENTRAL_NERVOUS_SYSTEM,0.0
CCK81_LARGE_INTESTINE,0.0
CMK86_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
COLO205_LARGE_INTESTINE,1.0
COLO677_LUNG,1.0
COLO699_LUNG,1.0
CORL105_LUNG,0.0
COV504_OVARY,0.0
DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
DETROIT562_UPPER_AERODIGESTIVE_TRACT,0.0
DKMG_CENTRAL_NERVOUS_SYSTEM,0.0
DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
DOV13_OVARY,1.0
DV90_LUNG,0.0
EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0
EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
FADU_UPPER_AERODIGESTIVE_TRACT,0.0
FU97_STOMACH,1.0
G401_SOFT_TISSUE,1.0
G402_SOFT_TISSUE,1.0
GAMG_CENTRAL_NERVOUS_SYSTEM,0.0
GB1_CENTRAL_NERVOUS_SYSTEM,1.0
GLC82_LUNG,0.0
HCC2935_LUNG,0.0
HCC56_LARGE_INTESTINE,0.0
HCC78_LUNG,0.0
HCT15_LARGE_INTESTINE,1.0
HDQP1_BREAST,0.0
HEC6_ENDOMETRIUM,1.0
HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
HMCB_SKIN,1.0
HOS_BONE,0.0
HS229T_LUNG,0.0
HS294T_SKIN,0.0
HS578T_BREAST,0.0
HS695T_SKIN,0.0
HS729_SOFT_TISSUE,0.0
HS936T_SKIN,0.0
HS939T_SKIN,0.0
HSC2_UPPER_AERODIGESTIVE_TRACT,1.0
HT1080_SOFT_TISSUE,0.0
HT1197_URINARY_TRACT,0.0
HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
IMR32_AUTONOMIC_GANGLIA,0.0
ISTMES1_PLEURA,1.0
J82_URINARY_TRACT,0.0
JHH6_LIVER,0.0
JHH7_LIVER,1.0
JHOS2_OVARY,0.0
JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
KALS1_CENTRAL_NERVOUS_SYSTEM,0.0
KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0
KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
KMBC2_URINARY_TRACT,0.0
KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
KNS62_LUNG,0.0
KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
KP1N_PANCREAS,1.0
KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0
KURAMOCHI_OVARY,1.0
KYSE140_OESOPHAGUS,0.0
KYSE150_OESOPHAGUS,0.0
KYSE450_OESOPHAGUS,0.0
L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
LC1SQSF_LUNG,0.0
LOUNH91_LUNG,1.0
LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
LU99_LUNG,1.0
MCF7_BREAST,0.0
MDAMB175VII_BREAST,0.0
MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0
MHHES1_BONE,1.0
MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0
MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0
MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
MORCPR_LUNG,0.0
MPP89_PLEURA,0.0
NCIH1092_LUNG,0.0
NCIH1299_LUNG,1.0
NCIH1355_LUNG,0.0
NCIH1581_LUNG,0.0
NCIH1703_LUNG,1.0
NCIH1793_LUNG,0.0
NCIH1915_LUNG,0.0
NCIH1944_LUNG,0.0
NCIH2009_LUNG,0.0
NCIH2023_LUNG,0.0
NCIH2052_PLEURA,1.0
