5637_URINARY_TRACT,1.0
697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
769P_KIDNEY,0.0
786O_KIDNEY,0.0
8MGBA_CENTRAL_NERVOUS_SYSTEM,1.0
A2058_SKIN,1.0
A2780_OVARY,1.0
A673_BONE,1.0
ACHN_KIDNEY,0.0
ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
ASPC1_PANCREAS,0.0
AU565_BREAST,1.0
AZ521_STOMACH,1.0
BCPAP_THYROID,1.0
BDCM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
BGC823_STOMACH,1.0
BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
BT474_BREAST,0.0
C2BBE1_LARGE_INTESTINE,0.0
C32_SKIN,0.0
C3A_LIVER,0.0
CAL27_UPPER_AERODIGESTIVE_TRACT,1.0
CALU3_LUNG,0.0
CALU6_LUNG,1.0
CAPAN2_PANCREAS,0.0
CAS1_CENTRAL_NERVOUS_SYSTEM,0.0
CCK81_LARGE_INTESTINE,0.0
CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
COLO205_LARGE_INTESTINE,1.0
COLO320_LARGE_INTESTINE,0.0
COLO677_LUNG,1.0
COLO678_LARGE_INTESTINE,0.0
CORL105_LUNG,0.0
COV318_OVARY,0.0
COV504_OVARY,0.0
DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
DV90_LUNG,1.0
EFE184_ENDOMETRIUM,0.0
EFO21_OVARY,0.0
EFO27_OVARY,0.0
EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
EN_ENDOMETRIUM,0.0
ESS1_ENDOMETRIUM,1.0
F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
G401_SOFT_TISSUE,1.0
GCIY_STOMACH,0.0
GCT_SOFT_TISSUE,1.0
GLC82_LUNG,1.0
GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
HCC1569_BREAST,0.0
HCC1806_BREAST,1.0
HCC2935_LUNG,0.0
HCC56_LARGE_INTESTINE,0.0
HCC78_LUNG,0.0
HCT116_LARGE_INTESTINE,1.0
HCT15_LARGE_INTESTINE,0.0
HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
HDQP1_BREAST,1.0
HEC151_ENDOMETRIUM,1.0
HEC1B_ENDOMETRIUM,0.0
HEC59_ENDOMETRIUM,0.0
HEC6_ENDOMETRIUM,0.0
HEP3B217_LIVER,0.0
HMCB_SKIN,1.0
HS229T_LUNG,0.0
HS578T_BREAST,1.0
HS695T_SKIN,0.0
HS739T_BREAST,0.0
HS766T_PANCREAS,0.0
HS895T_SKIN,0.0
HS939T_SKIN,0.0
HS944T_SKIN,1.0
HT1080_SOFT_TISSUE,1.0
HT1197_URINARY_TRACT,0.0
HT1376_URINARY_TRACT,0.0
HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
HUCCT1_BILIARY_TRACT,0.0
HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
IALM_LUNG,0.0
IGROV1_OVARY,0.0
IM95_STOMACH,1.0
IMR32_AUTONOMIC_GANGLIA,1.0
ISHIKAWAHERAKLIO02ER_ENDOMETRIUM,1.0
ISTMES1_PLEURA,0.0
ISTMES2_PLEURA,1.0
J82_URINARY_TRACT,0.0
JHH2_LIVER,0.0
JHH6_LIVER,0.0
JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0
KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
KE39_STOMACH,0.0
KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
KLE_ENDOMETRIUM,0.0
KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
KMRC2_KIDNEY,0.0
KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
KNS60_CENTRAL_NERVOUS_SYSTEM,1.0
KP4_PANCREAS,1.0
KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
KURAMOCHI_OVARY,0.0
KYM1_SOFT_TISSUE,1.0
KYSE140_OESOPHAGUS,0.0
KYSE180_OESOPHAGUS,1.0
KYSE410_OESOPHAGUS,0.0
KYSE510_OESOPHAGUS,1.0
L33_PANCREAS,1.0
L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0
LS123_LARGE_INTESTINE,0.0
MALME3M_SKIN,0.0
MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0
MCAS_OVARY,1.0
MCF7_BREAST,0.0
MDAMB157_BREAST,0.0
